iso3,year,Predicted_In_Need,Predicted_Requirements,Predicted_Funding,iso3_original,Funding_Gap,Risk_Flag
ETH,2029,16628593.0,567348000.0,3246932711.211095,ETH,-2679584743.211095,False
ETH,2030,16628593.0,567348000.0,3373985723.0803266,ETH,-2806637755.0803266,False
ETH,2026,16628593.0,567348000.0,0.0,ETH | ,567347968.0,True
ETH,2027,16628593.0,567348000.0,0.0,ETH | ,567347968.0,True
ETH,2028,16628593.0,567348000.0,0.0,ETH | ,567347968.0,True
ETH,2029,16628593.0,567348000.0,0.0,ETH | ,567347968.0,True
ETH,2030,16628593.0,567348000.0,0.0,ETH | ,567347968.0,True
CAF,2026,16628593.0,567348000.0,0.0,ETH | EGY | LBY | UGA | CAF,567347968.0,True
CAF,2027,16628593.0,567348000.0,0.0,ETH | EGY | LBY | UGA | CAF,567347968.0,True
CAF,2028,16628593.0,567348000.0,0.0,ETH | EGY | LBY | UGA | CAF,567347968.0,True
CAF,2029,16628593.0,567348000.0,0.0,ETH | EGY | LBY | UGA | CAF,567347968.0,True
CAF,2030,16628593.0,567348000.0,0.0,ETH | EGY | LBY | UGA | CAF,567347968.0,True
UGA,2026,16628593.0,567348000.0,0.0,ETH | KEN | UGA,567347968.0,True
UGA,2027,16628593.0,567348000.0,0.0,ETH | KEN | UGA,567347968.0,True
